ensembl_id,TH-A-Control,TH-A-Mutant,TH-B-Control,TH-B-Mutant,TH-C-Control,TH-C-Mutant,external_gene_id,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000030246,228.7104288,188.4696483,196.1568624,258.1645581,230.2957179,227.8748115,Ldhb,protein_coding,221.6120045,0.039626287,0.161080175,0.246003504,0.80567952,0.999933842
ENSMUSG00000030247,11.72873994,37.51942073,28.15214229,25.26716952,6.740362476,24.52464339,Kcnj8,protein_coding,22.32207972,0.889779832,0.514335034,1.729961547,0.083637146,0.999933842
ENSMUSG00000030249,100.6716845,280.9593831,163.464052,150.5044445,41.5655686,127.7325176,Abcc9,protein_coding,144.1496084,0.869960886,0.629559527,1.381856439,0.167015785,0.999933842
ENSMUSG00000030254,125.1065594,177.1265676,129.863108,121.9415573,140.4242183,143.0604198,Rad18,protein_coding,139.5870717,0.167832318,0.194460102,0.863068138,0.388100005,0.999933842
ENSMUSG00000030255,16.61571491,21.8136167,22.70334056,24.16859693,26.9614499,26.56836367,Sspn,protein_coding,23.13851378,0.132769541,0.435856141,0.304617805,0.760657258,0.999933842
ENSMUSG00000030256,112.4004244,90.74464549,76.28322427,67.01292786,86.50131844,82.77067143,Bhlhe41,protein_coding,85.95220199,-0.189312245,0.244843837,-0.773195875,0.439406467,0.999933842
ENSMUSG00000030257,6427.349487,6580.731887,6543.102748,7272.550532,7188.596581,6711.577407,Srgap3,protein_coding,6787.318107,0.028790887,0.063696686,0.451999759,0.651269156,0.999933842
ENSMUSG00000030264,492.6070775,554.9384089,525.8093673,524.0191244,584.1647479,489.4710076,Thumpd3,protein_coding,528.5016223,-0.02853808,0.108461414,-0.263117353,0.792460129,0.999933842
ENSMUSG00000030265,2814.897586,2661.261238,2686.259255,2794.768663,2771.412371,2720.191696,Kras,protein_coding,2741.465135,-0.017096055,0.061019649,-0.28017295,0.779344819,0.999933842
ENSMUSG00000030268,1139.642564,1106.386639,1189.655045,1086.488289,1251.460633,1031.056882,Bcat1,protein_coding,1134.115009,-0.150441699,0.079407988,-1.894541111,0.058153223,0.999933842
ENSMUSG00000030269,257.0548837,239.0772391,228.8496728,269.150284,276.3548615,248.3120143,Mtmr14,protein_coding,253.1331592,-0.010022295,0.142737348,-0.070214945,0.94402258,0.999933842
ENSMUSG00000030270,17.59310991,25.30379538,25.42774142,24.16859693,12.35733121,30.65580424,Cpne9,protein_coding,22.58439651,0.520710022,0.453435119,1.148367208,0.250817005,0.999933842
ENSMUSG00000030271,43.00537978,32.28415272,32.6928104,40.64718575,21.34448117,28.61208395,Ogg1,protein_coding,33.0976823,0.055695467,0.384502479,0.144850735,0.884828724,0.999933842
ENSMUSG00000030272,144.6544593,189.342193,188.8917934,194.447348,193.2237243,198.2408674,Camk1,protein_coding,184.8000642,0.144621756,0.168066027,0.860505593,0.389510402,0.999933842
ENSMUSG00000030275,3440.430382,3417.757465,3382.797743,3344.054957,3535.320119,3386.444508,Etnk1,protein_coding,3417.800862,-0.029158255,0.057384426,-0.508121406,0.611368204,0.999933842
ENSMUSG00000030276,201.343369,180.6167463,208.8707331,184.5601948,152.7815495,193.1315667,Ttll3,protein_coding,186.8840265,-0.0168423,0.168859191,-0.099741682,0.920549408,0.999933842
ENSMUSG00000030279,1424.064508,1519.100267,1546.551559,1578.648809,1552.530157,1529.724631,C2cd5,protein_coding,1525.103322,0.032767991,0.072399955,0.45259684,0.650839075,0.999933842
ENSMUSG00000030282,1008.671635,991.210743,1016.201523,1116.149749,1154.848771,1041.275484,Cmas,protein_coding,1054.726318,-0.013971407,0.087521323,-0.159634317,0.873169144,0.999933842
ENSMUSG00000030283,3337.803908,3332.248088,3330.125993,3233.099126,3564.528356,2954.197668,St8sia1,protein_coding,3292.000523,-0.103532159,0.066369601,-1.559933436,0.118775612,0.999933842
ENSMUSG00000030284,308.8568184,221.6263457,260.6343496,230.7002434,255.0103803,287.1426997,Creld1,protein_coding,260.6618062,-0.158991982,0.15125967,-1.051119456,0.293203729,0.999933842
ENSMUSG00000030286,650.9450667,593.3303743,599.3681907,617.3977944,623.483529,599.8319029,Emc3,protein_coding,614.0594763,-0.049738602,0.095479223,-0.520936396,0.60241108,0.999933842
ENSMUSG00000030287,63.53067467,75.91138613,95.35403034,35.15432281,35.94859987,40.87440565,Itpr2,protein_coding,57.79556991,-0.356869614,0.364953862,-0.977848575,0.328149223,0.999933842
ENSMUSG00000030291,231.6426138,188.4696483,242.4716771,232.8973886,223.5553555,221.7436506,Med21,protein_coding,223.463389,-0.12196277,0.150690919,-0.809357136,0.41830975,0.999933842
ENSMUSG00000030298,271.7158086,281.8319278,257.0018151,290.0231632,337.0181238,275.9022381,Sec13,protein_coding,285.5821794,-0.026853847,0.141193139,-0.190192291,0.849158452,0.999933842
ENSMUSG00000030301,375.3196781,349.8904119,315.1223669,310.8960424,299.9461302,355.6073291,Ccdc91,protein_coding,334.4636598,0.037522736,0.132294107,0.283631199,0.776693025,0.999933842
ENSMUSG00000030302,1869.756625,1713.677728,1835.338051,1553.381639,1409.859151,1796.430128,Atp2b2,protein_coding,1696.40722,-0.015478477,0.098296743,-0.157466836,0.874876943,0.999933842
ENSMUSG00000030303,265.8514386,258.2732218,255.1855479,246.0802597,295.4525552,299.4050214,Far2,protein_coding,270.0413408,-0.02055002,0.141104078,-0.145637325,0.884207701,0.999933842
ENSMUSG00000030304,1151.371304,1122.964988,1216.899054,1115.051177,1246.967058,1118.936855,Ergic2,protein_coding,1162.031739,-0.106449093,0.076563379,-1.390339542,0.164425796,0.999933842
ENSMUSG00000030307,137.8126943,68.93102878,119.8736381,60.42149233,35.94859987,69.4864896,Slc6a11,protein_coding,82.0789905,-0.567743301,0.341977244,-1.660178597,0.096878529,0.999933842
ENSMUSG00000030309,268.7836236,308.0082679,306.9491643,277.9388647,270.7378928,335.1701263,Caprin2,protein_coding,294.5979899,0.121295157,0.135553973,0.894810788,0.370888242,0.999933842
ENSMUSG00000030313,2086.738314,2308.753192,2012.424107,2198.243748,2256.898036,1996.714716,Dennd5b,protein_coding,2143.295352,0.034314506,0.075611958,0.453823799,0.649955653,0.999933842
ENSMUSG00000030314,210.1399239,154.4404063,168.9128537,147.2087268,187.6067556,178.8255247,Atg7,protein_coding,174.5223652,-0.237141084,0.171143004,-1.385631187,0.16585955,0.999933842
ENSMUSG00000030315,185.705049,170.1462103,169.8209874,175.7716141,210.0746305,155.3227415,Vgll4,protein_coding,177.8068721,-0.171388467,0.166538941,-1.029119469,0.303423538,0.999933842
ENSMUSG00000030316,116.3100044,122.1562535,100.8028321,116.4486943,121.3265246,133.8636785,Tamm41,protein_coding,118.4846646,0.141253073,0.19783158,0.714006699,0.475223037,0.999933842
ENSMUSG00000030317,11.72873994,20.06852737,29.96840953,8.788580703,19.09769368,20.43720282,Timp4,protein_coding,18.34819234,-0.298147121,0.535134857,-0.5571439,0.577429116,0.999933842
ENSMUSG00000030319,314.7211884,379.5569306,342.3663756,402.0775672,353.86903,364.8040704,Cand2,protein_coding,359.5658604,0.181638732,0.120391581,1.50873284,0.13136707,0.999933842
ENSMUSG00000030321,80.14638959,51.48013542,62.66121994,57.12577457,83.13113721,88.90183228,Efcab12,protein_coding,70.57441483,-0.193949258,0.27809715,-0.697415484,0.485542814,0.999933842
ENSMUSG00000030322,198.411184,149.2051383,177.0860563,177.9687592,153.9049432,188.022266,Mbd4,protein_coding,174.0997245,-0.044438665,0.174591593,-0.254529235,0.799086721,0.999933842
ENSMUSG00000030323,133.9031143,154.4404063,183.4429917,130.730138,142.6710057,144.0822799,Ift122,protein_coding,148.211656,-0.100393557,0.188673268,-0.532102711,0.59465486,0.999933842
ENSMUSG00000030324,12.70613493,4.362723341,3.632534489,3.295717764,14.6041187,9.196741271,Rho,protein_coding,7.966328416,-0.865398894,0.802327188,-1.078610954,0.280761196,0.999933842
ENSMUSG00000030327,971.530625,932.7502503,988.049381,951.3638611,917.8126905,920.6959872,Necap1,protein_coding,947.0337992,-0.037903678,0.081685469,-0.464019843,0.642633529,0.999933842
ENSMUSG00000030330,665.6059916,641.3203311,682.9164839,741.5364968,700.9976975,658.0779309,Ing4,protein_coding,681.7424886,-0.007301842,0.096159356,-0.075934803,0.939470968,0.999933842
ENSMUSG00000030335,162.2475692,176.254023,164.3721856,161.4901704,150.534762,221.7436506,Mrpl51,protein_coding,172.7737268,0.228499785,0.175205402,1.304182307,0.192171431,0.999933842
ENSMUSG00000030336,3.90957998,3.490178673,8.1732026,9.887153291,6.740362476,8.174881129,Cd27,protein_coding,6.729226358,0.178176674,0.817411407,0.21797674,0.827447234,0.999933842
ENSMUSG00000030337,151.4962242,164.9109423,163.464052,130.730138,132.560462,148.1697205,Vamp1,protein_coding,148.5552565,-0.01151556,0.183296848,-0.06282465,0.949906136,0.999933842
ENSMUSG00000030339,22.48008488,16.57834869,19.07080607,25.26716952,19.09769368,19.41534268,Ltbr,protein_coding,20.31824092,0.006722013,0.461610059,0.014562103,0.988381534,0.999933842
ENSMUSG00000030340,11.72873994,6.980357345,11.80573709,6.591435527,7.863756222,4.087440565,Scnn1a,protein_coding,8.176244448,-0.832204479,0.731386625,-1.137844815,0.255185288,0.999933842
ENSMUSG00000030341,9.77394995,13.08817002,15.43827158,8.788580703,3.370181238,9.196741271,Tnfrsf1a,protein_coding,9.942649127,0.108424548,0.697451385,0.155458216,0.876460092,0.999933842
ENSMUSG00000030346,23.45747988,26.17634004,24.5196078,16.47858882,30.33163114,20.43720282,Rad51ap1,protein_coding,23.56680842,-0.299160611,0.433600195,-0.689945747,0.490228306,0.999933842
ENSMUSG00000030347,356.7491732,368.21385,336.0094402,404.2747123,344.88188,366.8477907,D6Wsu163e,protein_coding,362.8294744,0.133911226,0.11865768,1.128550856,0.259087352,0.999933842
ENSMUSG00000030350,667.5607816,673.6044838,661.121277,794.267981,687.5169726,709.170938,Prmt8,protein_coding,698.873739,0.109401512,0.096341565,1.135558801,0.25614126,0.999933842
ENSMUSG00000030351,39.0957998,40.13705473,39.95787938,36.2528954,77.51416848,50.07114692,Tspan11,protein_coding,47.17149078,-0.29812202,0.344792478,-0.864641888,0.387235374,0.999933842
ENSMUSG00000030352,179.8406791,167.5285763,154.3827158,113.1529765,138.1774308,136.9292589,Tspan9,protein_coding,148.3352729,-0.174137918,0.196020963,-0.888363751,0.374345117,0.999933842
ENSMUSG00000030357,1711.418636,1597.629287,1564.714231,1642.366019,1882.807918,1540.965093,Fkbp4,protein_coding,1656.650197,-0.108675105,0.079859477,-1.360829155,0.173567686,0.999933842
ENSMUSG00000030374,824.9213758,792.2705587,860.0025403,819.5351505,849.285672,827.7067143,Strn4,protein_coding,828.9536686,-0.055515521,0.084619852,-0.656057885,0.511786881,0.999933842
ENSMUSG00000030376,345.0204332,339.4198759,324.2037032,299.9103165,320.1672176,384.2194131,Slc8a2,protein_coding,335.4901599,0.049564739,0.130550087,0.379660711,0.704197288,0.999933842
ENSMUSG00000030380,21.50268989,27.92142938,22.70334056,21.97145176,17.97429994,18.39348254,Mzf1,protein_coding,21.74444901,0.136633612,0.447879398,0.305067866,0.760314464,0.999933842
ENSMUSG00000030382,14.66092492,17.45089336,17.25453882,18.67573399,25.83805616,10.21860141,Slc27a5,protein_coding,17.34979145,-0.309186185,0.516489986,-0.598629583,0.549419924,0.999933842
ENSMUSG00000030386,1480.753417,1443.188881,1493.879809,1543.494486,1686.214013,1366.227009,Zfp606,protein_coding,1502.292936,-0.098009784,0.080565982,-1.216515726,0.223788524,0.999933842
ENSMUSG00000030393,1030.174325,962.416769,969.8867086,1000.799628,1047.002971,893.1057634,Zik1,protein_coding,983.8976941,-0.092765184,0.084263058,-1.100899793,0.270940272,0.999933842
ENSMUSG00000030397,389.980603,401.3705473,378.6917205,389.9932687,342.6350925,414.8752173,Mark4,protein_coding,386.2577416,0.116895413,0.116575023,1.00274836,0.31598229,0.999933842
ENSMUSG00000030400,134.8805093,133.4993342,111.7004355,94.47724255,105.5990121,133.8636785,Ercc2,protein_coding,119.0033687,0.041675001,0.211912494,0.196661367,0.844092544,0.999933842
ENSMUSG00000030401,459.3756476,389.154922,390.4974576,359.2332362,412.2855048,439.3998607,Rtn2,protein_coding,408.3244382,-0.086897924,0.122417013,-0.709851699,0.477796105,0.999933842
ENSMUSG00000030403,157.3605942,166.6560316,187.0755262,159.2930252,166.2622744,197.2190072,Vasp,protein_coding,172.3110765,0.033367858,0.171107634,0.195010928,0.845384393,0.999933842
ENSMUSG00000030406,8.796554955,3.490178673,9.081336223,2.197145176,6.740362476,5.109300706,Gipr,protein_coding,5.902479701,-1.188241974,0.870705868,-1.364688143,0.172351088,0.999933842
ENSMUSG00000030407,258.0322787,257.4006771,221.5846038,283.4317277,223.5553555,259.5524759,Qpctl,protein_coding,250.5928531,0.185182036,0.14204679,1.303669273,0.19234637,0.999933842
ENSMUSG00000030409,132.9257193,110.8131729,148.0257804,106.561541,142.6710057,154.3008813,Dmpk,protein_coding,132.5496834,-0.189742337,0.20026218,-0.947469645,0.343399517,0.999933842
ENSMUSG00000030410,562.0021221,523.5268009,587.5624536,591.0320523,552.709723,566.1105182,Dmwd,protein_coding,563.823945,-0.020800967,0.100851699,-0.206253017,0.836593276,0.999933842
ENSMUSG00000030411,2416.120428,2515.546278,2586.364556,2877.161608,2854.543509,2514.797807,Nova2,protein_coding,2627.422364,0.009245061,0.078639116,0.117563133,0.906413818,0.999933842
ENSMUSG00000030417,170.0667291,161.4207636,184.3511253,225.2073805,133.6838558,180.869245,Pdcd5,protein_coding,175.9331832,0.209475091,0.184901409,1.132901541,0.257255603,0.999933842
ENSMUSG00000030421,576.663047,603.8009104,523.9931001,591.0320523,560.5734793,572.2416791,Uri1,protein_coding,571.3840447,0.090211849,0.098967735,0.911527878,0.362017304,0.999933842
ENSMUSG00000030423,360.6587532,313.2435359,276.0726212,324.0789134,271.8612865,340.279427,Pop4,protein_coding,314.3657562,0.104111228,0.140188399,0.742652234,0.457692256,0.999933842
ENSMUSG00000030424,81.12378458,70.67611812,77.19135789,82.39294409,90.99489343,82.77067143,Zfp939,transcribed_unprocessed_pseudogene,80.85829492,-0.080325373,0.235616661,-0.340915506,0.733167191,0.999933842
ENSMUSG00000030428,433.9633778,286.1946512,444.0773413,242.7845419,206.7044493,226.8529513,Ttyh1,protein_coding,306.7628855,-0.521885292,0.355164335,-1.469419198,0.141719123,0.999933842
ENSMUSG00000030431,10.75134494,0.872544668,6.356935356,5.492862939,4.493574984,7.153020988,Tmem238,protein_coding,5.853380647,-0.705090958,0.919764912,-0.766599105,0.443319908,0.999933842
ENSMUSG00000030432,59.62109469,66.31339478,46.31481474,86.78723444,66.28023102,67.44276932,Rpl28,protein_coding,65.45992316,0.35866684,0.271668154,1.320238811,0.186755298,0.999933842
ENSMUSG00000030435,130.9709293,103.8328155,108.9760347,138.4201461,125.8200996,126.7106575,U2af2,protein_coding,122.4551138,0.00972247,0.201340884,0.048288602,0.961486238,0.999933842
ENSMUSG00000030443,202.320764,183.2343803,205.2381986,190.0530577,210.0746305,231.962252,Zfp583,protein_coding,203.8138805,-0.030109563,0.158037644,-0.19052146,0.848900529,0.999933842
ENSMUSG00000030446,46.91495976,40.13705473,44.49854749,39.54861316,26.9614499,31.67766438,Zfp273,protein_coding,38.2897149,-0.094361625,0.352617891,-0.267603057,0.789004878,0.999933842
ENSMUSG00000030447,435.9181678,442.3801468,451.3424103,457.0061965,442.6171359,507.8644902,Cyfip1,protein_coding,456.1880912,0.080588361,0.109731778,0.734412244,0.462697527,0.999933842
ENSMUSG00000030451,3682.824341,4091.361949,3840.497089,4061.422857,3730.790631,3774.751361,Herc2,protein_coding,3863.608038,0.083851362,0.059918371,1.399426593,0.161685097,0.999933842
ENSMUSG00000030452,477.9461526,445.8703254,519.4524319,443.8233255,517.8845169,476.1868258,Nipa2,protein_coding,480.1939297,-0.149735778,0.106155653,-1.410530418,0.158383121,0.999933842
ENSMUSG00000030465,1710.441241,1683.138665,1700.026141,1532.50876,1559.270519,1591.03624,Psd3,protein_coding,1629.403594,-0.048057995,0.074115096,-0.648423842,0.516710854,0.999933842
ENSMUSG00000030469,622.6006118,550.5756856,588.4705872,586.6377619,592.0285042,597.7881826,Zfp719,protein_coding,589.6835555,-0.056634966,0.097540238,-0.580631824,0.561488619,0.999933842
ENSMUSG00000030471,390.957998,394.39019,385.9567895,375.711825,408.9153236,419.984518,Zdhhc13,protein_coding,395.9861073,0.006406934,0.114502748,0.05595441,0.955378126,0.999933842
ENSMUSG00000030486,77.2142046,61.07812677,62.66121994,39.54861316,47.18253733,59.26788819,Zfp108,protein_coding,57.82543167,-0.224968943,0.300116496,-0.749605387,0.453492405,0.999933842
ENSMUSG00000030491,5.86436997,10.47053602,3.632534489,6.591435527,5.61696873,10.21860141,Tdrd12,protein_coding,7.065741024,0.86486737,0.785872128,1.100519205,0.271105966,0.999933842
ENSMUSG00000030493,173.9763091,189.342193,174.3616555,154.8987349,177.4962119,161.4539023,C230052I12Rik,protein_coding,171.9215011,-0.052537612,0.167105434,-0.314397985,0.753218787,0.999933842
ENSMUSG00000030494,33.23142983,30.53906339,29.06027591,30.76003246,41.5655686,43.93998607,Rhpn2,protein_coding,34.84939271,0.023351518,0.3634398,0.064251407,0.948770045,0.999933842
ENSMUSG00000030495,7.81915996,6.980357345,6.356935356,10.98572588,13.48072495,4.087440565,Slc7a10,protein_coding,8.285057343,-0.321635478,0.743612141,-0.432531235,0.665355355,0.999933842
ENSMUSG00000030498,131.9483243,116.9209855,115.33297,121.9415573,106.7224059,109.3390351,Gas2,protein_coding,117.034213,-0.025925071,0.198918863,-0.130329877,0.896305443,0.999933842
ENSMUSG00000030499,562.9795171,571.5167576,540.3395053,537.2019955,633.5940728,601.8756232,Kctd15,protein_coding,574.5845786,-0.019599386,0.104508266,-0.187539101,0.851237969,0.999933842
ENSMUSG00000030500,1421.132323,1567.962769,1610.120912,1340.258557,1254.830814,1281.412617,Slc17a6,protein_coding,1412.619665,-0.03304907,0.098936715,-0.334042527,0.738347468,0.999933842
ENSMUSG00000030505,471.1043876,465.9388528,442.261074,477.8790757,441.4937422,453.7059027,Prmt3,protein_coding,458.7305058,0.044270532,0.106625933,0.415194787,0.677999315,0.999933842
ENSMUSG00000030507,6.841764965,7.852902013,4.540668111,6.591435527,5.61696873,9.196741271,Dbx1,protein_coding,6.773413436,0.479847316,0.787444261,0.609373056,0.542277193,0.999933842
ENSMUSG00000030509,924.6156653,921.4071696,968.978575,897.5338043,943.6507467,851.2094976,Asb7,protein_coding,917.8992431,-0.087268814,0.083069736,-1.050548834,0.293465851,0.999933842
ENSMUSG00000030510,5.86436997,10.47053602,9.989469845,9.887153291,12.35733121,5.109300706,Cers3,protein_coding,8.946360173,-0.138134398,0.706435604,-0.19553714,0.844972465,0.999933842
ENSMUSG00000030512,371.4100981,368.21385,319.663035,380.1061154,356.1158175,338.2357067,Snrpa1,protein_coding,355.6241038,0.05421547,0.123347715,0.439533637,0.660274914,0.999933842
ENSMUSG00000030513,10.75134494,8.725446681,11.80573709,6.591435527,5.61696873,4.087440565,Pcsk6,protein_coding,7.929728923,-0.538977166,0.750743698,-0.717924329,0.472803946,0.999933842
ENSMUSG00000030515,227.7330338,221.6263457,237.0228754,217.5173724,178.6196056,202.328308,Tarsl2,protein_coding,214.1412568,-0.007604655,0.158432459,-0.047999352,0.961716759,0.999933842
ENSMUSG00000030516,1116.185084,1099.406282,973.5192431,943.673853,954.8846841,1011.64154,Tjp1,protein_coding,1016.551781,0.005714796,0.092210863,0.061975302,0.9505825,0.999933842
ENSMUSG00000030519,982.28197,939.7306076,946.2752344,893.1395139,916.6892968,996.3136376,Apba2,protein_coding,945.7383767,-0.008285346,0.08439683,-0.098171291,0.921796279,0.999933842
ENSMUSG00000030521,315.6985834,298.4102765,309.6735652,332.8674941,325.7841863,253.421315,Mphosph10,protein_coding,305.9759034,-0.104794069,0.136040801,-0.770313524,0.441113936,0.999933842
ENSMUSG00000030522,246.3035387,259.1457664,234.2984745,281.2345825,311.1800676,256.4868954,Mtmr10,protein_coding,264.7748875,0.012206279,0.147454904,0.082779745,0.934026675,0.999933842
ENSMUSG00000030525,188.637234,236.4596051,207.9625995,192.2502029,178.6196056,177.8036646,Chrna7,protein_coding,196.9554853,0.078010952,0.166083254,0.46970992,0.638562279,0.999933842
ENSMUSG00000030527,209.1625289,195.4500057,256.0936815,255.967413,256.1337741,222.7655108,Crtc3,protein_coding,232.5954857,-0.100721616,0.157471802,-0.639616837,0.522421734,0.999933842
ENSMUSG00000030528,273.6705986,341.1649652,310.5816988,370.2189621,360.6093925,314.7329235,Blm,protein_coding,328.4964235,0.120772867,0.136577389,0.884281567,0.376544236,0.999933842
ENSMUSG00000030530,175.9310991,152.6953169,153.4745822,123.0401298,167.3856682,138.9729792,Furin,protein_coding,151.9166292,-0.256093209,0.17837954,-1.4356647,0.151097775,0.999933842
ENSMUSG00000030532,133.9031143,90.74464549,101.7109657,94.47724255,79.76095597,80.72695115,Hddc3,protein_coding,96.88731253,-0.249785324,0.236706,-1.055255569,0.291308456,0.999933842
ENSMUSG00000030533,300.0602635,335.0571526,293.32716,343.85322,332.5245488,317.7985039,Unc45a,protein_coding,320.4368081,0.108093495,0.126073591,0.857384119,0.391232633,0.999933842
ENSMUSG00000030534,413.4380829,449.3605041,432.2716042,447.1190433,445.9873172,391.3724341,Vps33b,protein_coding,429.9248309,-0.003227975,0.113422282,-0.028459794,0.977295434,0.999933842
ENSMUSG00000030536,464.2626226,460.7035848,465.8725482,437.23189,389.8176299,447.5747418,Iqgap1,protein_coding,444.2438362,0.025992312,0.114282363,0.227439403,0.820082084,0.999933842
ENSMUSG00000030538,25.41226987,18.32343803,21.79520693,23.07002434,16.85090619,26.56836367,Cib1,protein_coding,22.00336817,0.075938812,0.447759711,0.169597243,0.865326891,0.999933842
ENSMUSG00000030539,463.2852276,533.1247922,516.7280311,474.5833579,508.8973669,501.7333293,Sema4b,protein_coding,499.7253509,0.021382944,0.107026636,0.199790864,0.841644147,0.999933842
ENSMUSG00000030541,415.3928729,424.9292534,403.2113283,443.8233255,450.4808922,414.8752173,Idh2,protein_coding,425.4521483,0.017550136,0.111645033,0.157195848,0.875090501,0.999933842
ENSMUSG00000030545,65.48546466,84.63683281,65.3856208,80.19579891,62.91004978,68.46462946,Pex11a,protein_coding,71.17973274,0.268604543,0.249637046,1.075980298,0.281936068,0.999933842
ENSMUSG00000030551,865.9719656,937.1129736,1004.395786,885.4495058,1376.157339,1124.046155,Nr2f2,protein_coding,1032.188954,-0.139262543,0.219954228,-0.633143288,0.526640076,0.999933842
ENSMUSG00000030554,152.4736192,139.6071469,246.1042116,120.8429847,120.2031308,166.563203,Synm,protein_coding,157.6323827,-0.285498792,0.231126787,-1.235247526,0.216738397,0.999933842
ENSMUSG00000030555,34.20882482,36.64687606,33.60094402,34.05575022,38.19538736,31.67766438,Ttc23,protein_coding,34.73090781,-0.046042822,0.350109257,-0.131509868,0.895371981,0.999933842
ENSMUSG00000030556,470.1269926,458.9584954,533.0744363,496.5548097,524.6248794,468.0119447,Lrrc28,protein_coding,491.8919263,-0.102929159,0.10723411,-0.959854651,0.337128373,0.999933842
ENSMUSG00000030557,1945.01604,1991.146933,1978.823163,1890.643424,1849.106106,1833.217093,Mef2a,protein_coding,1914.658793,-0.014561511,0.068957016,-0.211167939,0.832756227,0.999933842
ENSMUSG00000030560,4.886974975,18.32343803,9.989469845,6.591435527,14.6041187,9.196741271,Ctsc,protein_coding,10.59869639,0.235832413,0.6861043,0.343726767,0.731051779,0.999933842
ENSMUSG00000030562,123.1517694,137.8620576,132.5875089,131.8287105,68.52701851,119.5576365,Nox4,protein_coding,118.9191169,0.256719014,0.232453722,1.104387625,0.269425027,0.999933842
ENSMUSG00000030583,647.0354867,541.8502389,592.1031217,526.2162696,514.5143357,566.1105182,Sipa1l3,protein_coding,564.6383285,-0.103378232,0.108601767,-0.951901933,0.341146719,0.999933842
ENSMUSG00000030584,452.5338827,390.0274667,426.8228025,505.3433904,456.0978609,417.9407977,Dpf1,protein_coding,441.4610335,-0.026395859,0.121023788,-0.218104717,0.827347522,0.999933842
ENSMUSG00000030588,53.75672472,53.22522476,45.40668111,37.35146799,35.94859987,41.89626579,Yif1b,protein_coding,44.59749404,-0.026448631,0.324608538,-0.081478543,0.935061388,0.999933842
ENSMUSG00000030590,17.59310991,12.21562535,14.53013796,16.47858882,11.23393746,25.54650353,Fam98c,protein_coding,16.26631717,0.312300103,0.533697966,0.585162626,0.558438372,0.999933842
ENSMUSG00000030591,605.0075019,544.4678729,504.0141604,552.5820117,497.6634295,552.8263364,Psmd8,protein_coding,542.7602188,0.037448724,0.108312525,0.345746935,0.729532908,0.999933842
ENSMUSG00000030592,98.71689449,99.47009217,110.7923019,77.99865374,55.04629355,97.07671341,Ryr1,protein_coding,89.85015821,0.048232313,0.262065339,0.1840469,0.853976662,0.999933842
ENSMUSG00000030595,179.8406791,145.7149596,158.0152503,148.3072994,153.9049432,149.1915806,Nfkbib,protein_coding,155.8291187,-0.151157019,0.172504282,-0.876250827,0.380893691,0.999933842
ENSMUSG00000030600,117.2873994,102.0877262,116.2411037,117.5472669,88.74810594,102.1860141,Lrfn1,protein_coding,107.3496027,-0.008249304,0.212153364,-0.038883681,0.968983127,0.999933842
ENSMUSG00000030602,178.8632841,175.3814783,193.4324615,175.7716141,199.9640868,133.8636785,Pak4,protein_coding,176.2127672,-0.237023401,0.171743023,-1.380104979,0.167554325,0.999933842
ENSMUSG00000030603,523.8837173,520.0366222,495.8409578,520.7234066,516.7611232,531.3672734,Psmc4,protein_coding,518.1021834,0.033449883,0.100781198,0.331905985,0.739960251,0.999933842
ENSMUSG00000030604,66.46285966,43.62723341,48.13108198,69.21007303,58.41647479,63.35532875,Zfp626,protein_coding,58.2005086,0.02108515,0.292711631,0.072033863,0.942574959,0.999933842
ENSMUSG00000030605,5.86436997,9.59799135,17.25453882,9.887153291,8.987149968,4.087440565,Mfge8,protein_coding,9.279773994,-0.451624507,0.722718304,-0.624897011,0.532038655,0.999933842
ENSMUSG00000030606,7.81915996,7.852902013,11.80573709,7.690008115,10.11054371,6.131160847,Hapln3,protein_coding,8.568251956,-0.456217382,0.702140188,-0.649752556,0.51585207,0.999933842
ENSMUSG00000030609,122.1743744,136.9895129,97.17029758,91.18152479,75.26738098,110.3608952,Aen,protein_coding,105.5239976,0.201626827,0.236780661,0.851534182,0.394472684,0.999933842
ENSMUSG00000030610,89.92033954,93.36227949,97.17029758,104.3643958,71.89719975,108.317175,Det1,protein_coding,94.17194786,0.234005719,0.224228134,1.043605522,0.296667937,0.999933842
ENSMUSG00000030611,112.4004244,114.3033515,114.4248364,98.87153291,101.1054371,110.3608952,Mrps11,protein_coding,108.5777463,-0.019242586,0.204025331,-0.09431469,0.924859181,0.999933842
ENSMUSG00000030612,154.4284092,143.9698702,186.1673926,163.6873156,174.1260306,191.0878464,Mrpl46,protein_coding,168.9111441,-0.048486754,0.176388968,-0.274885411,0.783404276,0.999933842
ENSMUSG00000030613,330.3595083,280.0868385,300.592229,292.2203084,277.4782553,248.3120143,Ccdc90b,protein_coding,288.1748589,-0.148201737,0.136689782,-1.084219568,0.278267457,0.999933842
ENSMUSG00000030614,447.6469077,487.7524695,485.8514879,504.2448178,470.7019796,476.1868258,Tmem126b,protein_coding,478.7307481,0.063696641,0.105249482,0.605196715,0.545048298,0.999933842
ENSMUSG00000030615,264.8740436,263.5084898,263.3587505,283.4317277,295.4525552,260.574336,Tmem126a,protein_coding,271.8666505,-0.027738549,0.135020275,-0.205439882,0.837228464,0.999933842
