ensembl_id,BR-A-Control,BR-A-Mutant,BR-B-Control,BR-B-Mutant,BR-C-Control,BR-C-Mutant,external_gene_id,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000025873,571,523,448,565,498,502,Faf2,protein_coding,514.5893024,-0.021969583,0.08319024,-0.264088464,0.791711753,0.999348475
ENSMUSG00000025875,55,82,74,60,66,84,Tspan17,protein_coding,69.88370298,0.044971004,0.097514686,0.461171599,0.644675496,0.999348475
ENSMUSG00000025876,589,689,592,824,678,635,Unc5a,protein_coding,662.4019007,0.086465615,0.081577169,1.059924195,0.289179087,0.999348475
ENSMUSG00000025878,268,318,346,316,240,279,Uimc1,protein_coding,292.8975812,-0.001737516,0.095682849,-0.018159117,0.985511917,0.999348475
ENSMUSG00000025880,129,135,136,170,151,156,Smad7,protein_coding,145.2786666,0.029020119,0.099765483,0.290883358,0.77114053,0.999348475
ENSMUSG00000025885,51,70,81,97,40,66,Myo5b,protein_coding,66.78734483,0.109757031,0.094529447,1.161088254,0.245606011,0.999348475
ENSMUSG00000025889,170,235,168,144,89,157,Snca,protein_coding,159.1973892,0.099858492,0.099616084,1.002433424,0.316134306,0.999348475
ENSMUSG00000025892,1632,1764,1706,1794,1659,1666,Gria4,protein_coding,1694.532865,-0.029681749,0.060063203,-0.49417526,0.62118241,0.999348475
ENSMUSG00000025893,93,101,97,102,99,113,Kbtbd3,protein_coding,100.3475927,0.016849729,0.100593232,0.167503605,0.866973811,0.999348475
ENSMUSG00000025894,214,273,255,232,228,263,Aasdhppt,protein_coding,243.0173042,0.029307593,0.095545294,0.306740307,0.759041047,0.999348475
ENSMUSG00000025898,251,266,255,286,276,275,Cwf19l2,protein_coding,266.7642691,-0.010936108,0.091842139,-0.119075056,0.905215893,0.999348475
ENSMUSG00000025899,972,1140,1040,999,1052,1038,Alkbh8,protein_coding,1035.475952,-0.036868395,0.072636974,-0.507570643,0.611754483,0.999348475
ENSMUSG00000025903,173,181,186,183,199,147,Lypla1,protein_coding,177.4846089,-0.138499056,0.09799634,-1.413308462,0.157565047,0.999348475
ENSMUSG00000025909,193,210,201,209,168,288,Sntg1,protein_coding,210.3511215,0.13926698,0.099322539,1.402168955,0.1608648,0.999348475
ENSMUSG00000025915,23,27,41,24,37,33,Sgk3,protein_coding,30.90010217,-0.078649957,0.0831845,-0.945488118,0.344409734,0.999348475
ENSMUSG00000025917,610,651,558,734,635,613,Cops5,protein_coding,628.9640037,0.041200003,0.078022343,0.528053906,0.597461922,0.999348475
ENSMUSG00000025920,1567,1804,1650,1743,1569,1634,Stau2,protein_coding,1651.493355,0.015511502,0.06199465,0.250207108,0.802427189,0.999348475
ENSMUSG00000025921,179,209,202,197,226,187,Rdh10,protein_coding,199.2263986,-0.082470549,0.097143696,-0.848954198,0.395906779,0.999348475
ENSMUSG00000025925,113,125,128,125,150,141,Terf1,protein_coding,129.9353214,-0.049985391,0.100451116,-0.497609115,0.618759578,0.999348475
ENSMUSG00000025927,3591,4299,3178,3345,2388,3501,Tfap2b,protein_coding,3357.364541,0.097684176,0.10054796,0.971518229,0.33129028,0.999348475
ENSMUSG00000025931,272,280,279,302,261,246,Paqr8,protein_coding,271.7815972,-0.049574773,0.091771393,-0.540198549,0.589060113,0.999348475
ENSMUSG00000025932,36,55,27,59,32,17,Eya1,protein_coding,37.0199926,0.072342645,0.081146835,0.89150297,0.372659399,0.999348475
ENSMUSG00000025935,200,185,176,188,204,182,Tram1,protein_coding,188.4181117,-0.101418553,0.096742856,-1.048331186,0.294486046,0.999348475
ENSMUSG00000025938,4412,4367,4064,4730,4161,4357,Slco5a1,protein_coding,4322.939343,-0.005423697,0.051961282,-0.104379577,0.916868129,0.999348475
ENSMUSG00000025939,433,397,411,437,414,377,Ube2w,protein_coding,409.6374311,-0.118329354,0.083721272,-1.413372628,0.157546189,0.999348475
ENSMUSG00000025940,177,192,181,225,201,137,Tmem70,protein_coding,184.2311798,-0.06623404,0.099492326,-0.665720088,0.505590031,0.999348475
ENSMUSG00000025949,664,640,589,722,659,634,Pikfyve,protein_coding,647.483942,-0.028552704,0.076805388,-0.371753916,0.710076078,0.999348475
ENSMUSG00000025950,2001,2176,1891,2266,1952,2016,Idh1,protein_coding,2036.595223,0.042926615,0.05701578,0.752890076,0.451515972,0.999348475
ENSMUSG00000025956,110,96,102,106,85,99,Mettl21a,protein_coding,99.17138456,-0.037200086,0.100558171,-0.36993599,0.711430184,0.999348475
ENSMUSG00000025959,1558,1719,1765,1642,1742,1746,Klf7,protein_coding,1689.15614,-0.072241481,0.068857966,-1.049137601,0.294114792,0.999348475
ENSMUSG00000025962,147,173,194,218,203,160,Fastkd2,protein_coding,181.4991746,-0.04722339,0.099592059,-0.474168231,0.635379946,0.999348475
ENSMUSG00000025967,314,319,333,363,316,339,Eef1b2,protein_coding,328.9102448,-0.009101934,0.088628247,-0.102697886,0.918202752,0.999348475
ENSMUSG00000025968,699,726,675,770,689,640,Ndufs1,protein_coding,695.6534235,-0.039997708,0.074636899,-0.535897237,0.592029574,0.999348475
ENSMUSG00000025971,143,176,158,170,181,168,9430016H08Rik,protein_coding,165.1535809,-0.002257102,0.098778319,-0.022850178,0.981769782,0.999348475
ENSMUSG00000025980,61,62,51,70,62,60,Hspd1,protein_coding,60.56544753,0.017076648,0.097537346,0.175078042,0.861018311,0.999348475
ENSMUSG00000025981,32,41,25,51,43,44,Coq10b,protein_coding,38.92100872,0.092788923,0.089135337,1.040989197,0.297880562,0.999348475
ENSMUSG00000025982,3747,4110,3961,4166,3886,3808,Sf3b1,protein_coding,3925.457957,-0.034841061,0.053356645,-0.652984474,0.513766288,0.999348475
ENSMUSG00000025986,1356,1422,1331,1470,1389,1299,Slc39a10,protein_coding,1370.332019,-0.051036911,0.062549949,-0.815938492,0.414535316,0.999348475
ENSMUSG00000025995,387,457,352,462,425,369,Wdr75,protein_coding,405.596267,0.035425594,0.087787058,0.40354005,0.686550978,0.999348475
ENSMUSG00000025997,185,152,178,174,144,170,Ikzf2,protein_coding,166.5058298,-0.074797364,0.099028981,-0.75530782,0.450064307,0.999348475
ENSMUSG00000026000,633,688,572,687,614,585,Lancl1,protein_coding,625.6083906,0.008388435,0.077285254,0.108538628,0.91356844,0.999348475
ENSMUSG00000026005,312,256,263,324,268,225,Rpe,protein_coding,273.0334117,-0.110322388,0.095010969,-1.161154226,0.245579186,0.999348475
ENSMUSG00000026014,676,701,723,712,725,722,Raph1,protein_coding,707.0109891,-0.073483327,0.075336731,-0.975398409,0.329362673,0.999348475
ENSMUSG00000026017,103,103,115,107,85,109,Carf,protein_coding,103.191866,-0.010551261,0.100562231,-0.104922706,0.916437142,0.999348475
ENSMUSG00000026018,397,462,427,436,427,446,Ica1l,protein_coding,430.2980824,0.005812269,0.084035919,0.069164107,0.944858993,0.999348475
ENSMUSG00000026019,162,179,167,162,129,150,Wdr12,protein_coding,157.2364049,0.001862778,0.099461888,0.018728561,0.985057644,0.999348475
ENSMUSG00000026020,733,754,686,794,765,707,Nop58,protein_coding,735.719076,-0.042769251,0.073400534,-0.582683103,0.56010665,0.999348475
ENSMUSG00000026024,405,429,436,410,367,428,Als2,protein_coding,410.6230343,-0.020221322,0.086600559,-0.233501057,0.815372349,0.999348475
ENSMUSG00000026027,412,480,471,481,423,421,Stradb,protein_coding,445.4735297,-0.012902244,0.084473921,-0.152736421,0.878606138,0.999348475
ENSMUSG00000026028,502,535,553,601,526,587,Trak2,protein_coding,547.704317,0.022105588,0.081136971,0.272447784,0.785277735,0.999348475
ENSMUSG00000026032,75,87,60,86,64,85,Ndufb3,protein_coding,75.47796111,0.119366631,0.09953855,1.199200025,0.230450178,0.999348475
ENSMUSG00000026035,115,97,86,115,82,93,Ppil3,protein_coding,97.27047546,0.005246782,0.100365133,0.052276942,0.958308026,0.999348475
ENSMUSG00000026036,266,251,222,320,224,235,Nif3l1,protein_coding,250.8378747,0.052693439,0.095521959,0.551636917,0.581197138,0.999348475
ENSMUSG00000026037,255,308,281,314,338,299,Orc2,protein_coding,297.6440244,-0.014724651,0.093109305,-0.158143715,0.874343555,0.999348475
ENSMUSG00000026047,122,160,158,161,144,158,Kdelc1,protein_coding,149.6449042,0.044831977,0.099617164,0.450042696,0.652679655,0.999348475
ENSMUSG00000026048,582,672,621,656,631,624,Ercc5,protein_coding,627.595212,-0.005683813,0.076609855,-0.074191669,0.940857875,0.999348475
ENSMUSG00000026049,61,49,51,55,74,58,Tex30,protein_coding,57.89210561,-0.10334326,0.096131736,-1.075017102,0.282367072,0.999348475
ENSMUSG00000026058,198,209,186,240,197,209,Khdrbs2,protein_coding,205.0185901,0.054126853,0.095565908,0.566382448,0.571133824,0.999348475
ENSMUSG00000026064,712,717,757,851,685,707,Ptp4a1,protein_coding,733.7480916,-0.016118522,0.077030566,-0.209248394,0.834254336,0.999348475
ENSMUSG00000026074,3385,3646,3242,3785,3544,3502,Map4k4,protein_coding,3496.438936,0.007093352,0.053454653,0.13269849,0.894431837,0.999348475
ENSMUSG00000026078,215,313,263,312,265,246,Pdcl3,protein_coding,266.8709197,0.085902486,0.094967117,0.90454979,0.365703945,0.999348475
ENSMUSG00000026082,375,440,405,415,347,376,Rev1,protein_coding,390.5784748,0.022306636,0.086986918,0.256436672,0.797613674,0.999348475
ENSMUSG00000026083,1644,1867,1772,1901,1605,1734,Eif5b,protein_coding,1743.142023,0.030729299,0.062613536,0.490777245,0.623584006,0.999348475
ENSMUSG00000026087,65,69,73,65,56,57,Mrpl30,protein_coding,63.8777674,-0.04616168,0.097797992,-0.472010508,0.636919288,0.999348475
ENSMUSG00000026088,67,96,91,93,68,79,Mitd1,protein_coding,81.72534405,0.062430382,0.099517168,0.627332786,0.530441116,0.999348475
ENSMUSG00000026095,394,431,396,461,443,396,Asnsd1,protein_coding,417.7325885,-0.026804452,0.084705053,-0.316444542,0.751665113,0.999348475
ENSMUSG00000026096,180,233,205,222,232,189,Osgepl1,protein_coding,208.9827762,-0.02322411,0.097214936,-0.238894465,0.811187418,0.999348475
ENSMUSG00000026097,121,112,118,120,104,122,Ormdl1,protein_coding,115.6338711,-0.026121073,0.100477346,-0.259969778,0.794887086,0.999348475
ENSMUSG00000026098,82,88,69,74,80,101,Pms1,protein_coding,81.9403426,0.040775067,0.099457691,0.409973996,0.681825023,0.999348475
ENSMUSG00000026102,87,92,90,86,72,79,Inpp1,protein_coding,83.89072942,-0.023040183,0.100038814,-0.230312436,0.817848998,0.999348475
ENSMUSG00000026103,2389,2593,2410,2312,2338,2290,Gls,protein_coding,2377.955444,-0.075701545,0.061344161,-1.234046453,0.217185595,0.999348475
ENSMUSG00000026104,151,172,162,200,144,157,Stat1,protein_coding,163.031443,0.066900231,0.098680112,0.677950499,0.497803079,0.999348475
ENSMUSG00000026107,106,95,56,91,80,84,Nabp1,protein_coding,84.64376633,0.025950954,0.098736819,0.26282955,0.792681958,0.999348475
ENSMUSG00000026109,869,914,838,820,691,911,Tmeff2,protein_coding,836.0199569,0.037804052,0.081115366,0.466052902,0.641177634,0.999348475
ENSMUSG00000026110,403,471,465,380,351,396,Mgat4a,protein_coding,409.2806001,-0.044800404,0.091934094,-0.487310012,0.626038654,0.999348475
ENSMUSG00000026111,320,366,279,381,315,328,Unc50,protein_coding,328.8003409,0.101039774,0.088529773,1.141308404,0.253741606,0.999348475
ENSMUSG00000026112,1242,1437,1120,1432,1163,1176,Coa5,protein_coding,1251.555912,0.086579891,0.069336589,1.248689792,0.211778556,0.999348475
ENSMUSG00000026113,1066,1153,1140,1165,974,1060,Inpp4a,protein_coding,1086.85671,-0.008842933,0.070761201,-0.12496867,0.900548354,0.999348475
ENSMUSG00000026116,1780,1738,1755,1871,1636,1692,Tmem131,protein_coding,1736.240421,-0.054875903,0.060983486,-0.899848583,0.368200836,0.999348475
ENSMUSG00000026121,435,393,324,484,423,450,Sema4c,protein_coding,415.2258607,0.051586678,0.090883416,0.567613765,0.570297259,0.999348475
ENSMUSG00000026123,448,415,401,509,427,470,Plekhb2,protein_coding,442.2271075,0.024282307,0.085359166,0.284472167,0.776048561,0.999348475
ENSMUSG00000026131,5653,5669,6111,5636,4925,6018,Dst,protein_coding,5645.038231,-0.035538198,0.068361596,-0.519856175,0.603163823,0.999348475
ENSMUSG00000026134,111,89,90,116,86,109,Prim2,protein_coding,99.52969811,0.016390561,0.100443589,0.163181752,0.870375333,0.999348475
ENSMUSG00000026135,651,623,618,647,676,630,Zfp142,protein_coding,638.2406557,-0.107405511,0.075738996,-1.418100533,0.156161416,0.999348475
ENSMUSG00000026142,31,51,26,46,50,13,Rhbdd1,protein_coding,35.76831549,-0.012714724,0.077831575,-0.163362024,0.870233401,0.999348475
ENSMUSG00000026150,951,1187,987,1149,1047,962,Mff,protein_coding,1039.918218,0.038173264,0.072742518,0.524772377,0.599741436,0.999348475
ENSMUSG00000026153,871,1090,951,907,917,918,Fam135a,protein_coding,937.501548,-0.005485576,0.076601962,-0.071611426,0.942911147,0.999348475
ENSMUSG00000026154,67,75,62,81,65,73,Sdhaf4,protein_coding,69.95549813,0.059246733,0.099159226,0.597490871,0.5501797,0.999348475
ENSMUSG00000026155,234,269,209,236,222,235,Smap1,protein_coding,232.6682369,0.039458987,0.094356984,0.418188303,0.675809447,0.999348475
ENSMUSG00000026156,139,190,147,157,110,161,B3gat2,protein_coding,149.4279131,0.145601074,0.100026593,1.45562365,0.145496686,0.999348475
ENSMUSG00000026158,292,379,349,287,313,284,Ogfrl1,protein_coding,316.0516373,-0.069504495,0.094576418,-0.734903018,0.46239856,0.999348475
ENSMUSG00000026159,507,548,519,488,514,516,Agfg1,protein_coding,513.2599554,-0.066817256,0.081391779,-0.820933718,0.411684024,0.999348475
ENSMUSG00000026163,48,59,44,50,40,56,Sphkap,protein_coding,49.12985551,0.074797916,0.09454132,0.791166405,0.428846893,0.999348475
ENSMUSG00000026171,83,90,72,74,100,82,Rnf25,protein_coding,83.20849881,-0.062978242,0.099638898,-0.632064815,0.527344525,0.999348475
ENSMUSG00000026172,99,108,123,149,129,102,Bcs1l,protein_coding,117.6007779,-0.033784792,0.100582115,-0.335892639,0.736951828,0.999348475
ENSMUSG00000026173,34,32,23,25,30,29,Plcd4,protein_coding,28.70812089,-0.024236764,0.083551682,-0.290081101,0.771754194,0.999348475
ENSMUSG00000026174,443,457,384,592,458,411,Rqcd1,protein_coding,453.4592823,0.060948721,0.089954134,0.677553311,0.498054958,0.999348475
ENSMUSG00000026176,38,24,34,30,13,39,Ctdsp1,protein_coding,29.55133482,0.007323362,0.078075464,0.093798511,0.925269215,0.999348475
ENSMUSG00000026179,573,620,583,567,510,601,Pnkd,protein_coding,572.7716714,0.005427284,0.081113035,0.066910136,0.946653244,0.999348475
ENSMUSG00000026181,248,229,217,246,224,252,Ppm1f,protein_coding,234.7833468,-0.011561569,0.094262034,-0.122653507,0.902381481,0.999348475
ENSMUSG00000026187,177,187,187,194,203,217,Xrcc5,protein_coding,193.37163,-0.010964726,0.097486916,-0.112473822,0.910447725,0.999348475
ENSMUSG00000026188,385,384,365,446,369,420,Tmem169,protein_coding,392.3152776,0.048577067,0.085658543,0.567101254,0.570645391,0.999348475
ENSMUSG00000026192,221,205,134,218,159,203,Atic,protein_coding,188.2821415,0.108397496,0.09964278,1.087861022,0.276656466,0.999348475
ENSMUSG00000026193,137,110,136,136,114,161,Fn1,protein_coding,131.8582701,-0.010086043,0.100592408,-0.100266442,0.920132799,0.999348475
ENSMUSG00000026197,49,49,48,70,56,51,Zfand2b,protein_coding,53.4140278,0.017858529,0.095256847,0.187477642,0.851286152,0.999348475
ENSMUSG00000026198,140,173,139,195,160,138,Abcb6,protein_coding,156.1288636,0.059999226,0.0995326,0.602809797,0.546635229,0.999348475
ENSMUSG00000026200,184,172,164,183,153,175,Glb1l,protein_coding,170.8630992,-0.008865591,0.097990234,-0.090474226,0.927910374,0.999348475
ENSMUSG00000026201,261,299,244,314,257,282,Stk16,protein_coding,274.0491499,0.096862312,0.090736483,1.067512297,0.285740564,0.999348475
ENSMUSG00000026204,222,232,207,264,259,210,Ptprn,protein_coding,230.9161419,-0.039998283,0.095674498,-0.41806629,0.675898651,0.999348475
ENSMUSG00000026207,305,317,262,395,345,371,Speg,protein_coding,330.0022943,0.10531225,0.093013427,1.13222632,0.257539297,0.999348475
ENSMUSG00000026209,204,254,227,289,211,217,Dnpep,protein_coding,231.6741613,0.094554816,0.095367848,0.991474779,0.321453801,0.999348475
ENSMUSG00000026211,143,169,150,169,158,147,Obsl1,protein_coding,155.0383019,0.004176189,0.098746857,0.042291865,0.96626603,0.999348475
ENSMUSG00000026219,3473,3739,3654,3732,3620,3655,Trip12,protein_coding,3628.162873,-0.042589047,0.054395249,-0.782955264,0.433653383,0.999348475
ENSMUSG00000026220,391,418,337,473,423,382,Slc16a14,protein_coding,400.9817146,0.035255217,0.08802725,0.400503444,0.688785747,0.999348475
ENSMUSG00000026223,155,166,128,172,153,178,Itm2c,protein_coding,157.5424444,0.087776596,0.098948254,0.887095952,0.375027243,0.999348475
ENSMUSG00000026228,43,47,31,51,54,63,Htr2b,protein_coding,47.83796839,0.070894871,0.091868254,0.771701519,0.440291231,0.999348475
ENSMUSG00000026229,1150,1258,1207,1321,1204,1225,Psmd1,protein_coding,1220.63883,-0.001549303,0.064795829,-0.023910544,0.980923964,0.999348475
ENSMUSG00000026234,2743,2861,2572,2714,2611,2660,Ncl,protein_coding,2679.589086,-0.037057524,0.056109429,-0.660450919,0.508964505,0.999348475
ENSMUSG00000026238,168,194,184,183,187,193,Ptma,protein_coding,183.9864332,-0.009398618,0.097304932,-0.096589327,0.923052533,0.999348475
ENSMUSG00000026239,188,197,227,272,209,196,Pde6d,protein_coding,213.4040197,-0.005564775,0.098060877,-0.056748166,0.954745805,0.999348475
ENSMUSG00000026240,433,532,384,495,459,454,Cops7b,protein_coding,456.0260307,0.09131824,0.084509274,1.080570636,0.27988815,0.999348475
ENSMUSG00000026245,526,539,492,538,472,481,Farsb,protein_coding,505.0414407,-0.026080753,0.080295149,-0.324811063,0.745324071,0.999348475
ENSMUSG00000026247,372,266,410,435,396,393,Ecel1,protein_coding,377.5660814,-0.131198544,0.096299458,-1.362401683,0.173071153,0.999348475
ENSMUSG00000026248,97,104,75,128,88,88,Mrpl44,protein_coding,95.64441517,0.092480031,0.100310776,0.921935154,0.356562401,0.999348475
ENSMUSG00000026254,800,797,724,792,756,779,Eif4e2,protein_coding,770.6612986,-0.034603389,0.072196781,-0.479292688,0.631730423,0.999348475
ENSMUSG00000026260,491,488,476,585,425,463,Ndufa10,protein_coding,484.444251,0.033453427,0.084668377,0.39511123,0.692760802,0.999348475
ENSMUSG00000026269,202,184,178,198,176,172,Rnpepl1,protein_coding,184.0217333,-0.064505264,0.097027547,-0.664813917,0.50616952,0.999348475
ENSMUSG00000026270,161,163,140,179,171,164,Capn10,protein_coding,162.0015684,0.002526164,0.098573532,0.025627209,0.979554684,0.999348475
ENSMUSG00000026273,152,146,137,140,167,154,Mterf4,protein_coding,148.8454993,-0.083714808,0.09947716,-0.841548029,0.40004099,0.999348475
ENSMUSG00000026274,102,88,111,113,74,125,Pask,protein_coding,101.6523201,0.039539201,0.099882377,0.395857634,0.692210056,0.999348475
ENSMUSG00000026275,1110,1215,999,1177,1057,1126,Ppp1r7,protein_coding,1106.754181,0.049212958,0.066583282,0.739118827,0.459834846,0.999348475
ENSMUSG00000026276,827,806,666,796,847,762,2-Sep,protein_coding,779.956858,-0.065399019,0.078507575,-0.833028136,0.404828861,0.999348475
ENSMUSG00000026278,89,111,97,93,113,93,Bok,protein_coding,98.93182816,-0.050657865,0.100493516,-0.504090886,0.614197511,0.999348475
ENSMUSG00000026279,101,118,117,138,123,89,Thap4,protein_coding,113.5811728,-0.041744203,0.100585239,-0.415013215,0.678132229,0.999348475
ENSMUSG00000026280,356,359,309,401,311,309,Atg4b,protein_coding,338.2254707,0.023884678,0.089796892,0.265985576,0.790250318,0.999348475
ENSMUSG00000026281,374,327,321,402,338,354,Dtymk,protein_coding,350.555296,-0.020592872,0.089085802,-0.231157731,0.817192267,0.999348475
ENSMUSG00000026283,168,168,156,151,163,178,Ing5,protein_coding,163.3854679,-0.038181836,0.098757958,-0.386620353,0.699037288,0.999348475
ENSMUSG00000026305,273,402,327,349,292,297,Lrrfip1,protein_coding,320.8667182,0.091723472,0.093170338,0.984470746,0.324884108,0.999348475
ENSMUSG00000026307,73,83,69,52,91,60,Scly,protein_coding,71.25239731,-0.132058801,0.097454303,-1.355084346,0.175390686,0.999348475
ENSMUSG00000026309,299,362,310,339,294,314,Ilkap,protein_coding,317.5553813,0.052492585,0.088951659,0.590124852,0.555106949,0.999348475
ENSMUSG00000026311,277,299,305,310,310,270,Asb1,protein_coding,293.8324986,-0.085504193,0.090626986,-0.943473865,0.345438577,0.999348475
ENSMUSG00000026313,276,279,220,295,258,312,Hdac4,protein_coding,271.4527474,0.095208878,0.093508113,1.018188429,0.308588417,0.999348475
ENSMUSG00000026317,287,255,265,332,280,305,Cln8,protein_coding,285.6605118,0.003090268,0.092986698,0.033233438,0.973488434,0.999348475
ENSMUSG00000026333,101,126,109,133,109,83,Gin1,protein_coding,109.2843723,-0.00081536,0.100519416,-0.008111464,0.993528059,0.999348475
ENSMUSG00000026339,321,327,343,339,298,349,Ccdc93,protein_coding,327.965046,-0.013248377,0.08957076,-0.147909618,0.882414097,0.999348475
ENSMUSG00000026341,180,204,179,191,190,187,Actr3,protein_coding,187.489427,-0.007662848,0.096654674,-0.079280678,0.936809375,0.999348475
ENSMUSG00000026342,204,245,213,235,238,195,Slc35f5,protein_coding,220.3862623,-0.035974633,0.095853731,-0.375307594,0.707431719,0.999348475
ENSMUSG00000026344,296,410,435,304,380,348,Lypd1,protein_coding,361.4489662,-0.102778699,0.096858593,-1.061121124,0.288634859,0.999348475
ENSMUSG00000026347,441,436,367,460,290,388,Tmem163,protein_coding,393.6762378,0.088901285,0.093059793,0.955313599,0.339419132,0.999348475
ENSMUSG00000026349,2611,2779,2542,2750,2712,2630,Ccnt2,protein_coding,2656.924168,-0.03973298,0.055176619,-0.720105366,0.471460124,0.999348475
ENSMUSG00000026353,1240,1422,1266,1318,1240,1276,Ubxn4,protein_coding,1286.456001,0.003455531,0.065444375,0.052801046,0.957890428,0.999348475
ENSMUSG00000026355,94,100,104,88,94,108,Mcm6,protein_coding,97.71042815,-0.035331161,0.100488785,-0.35159308,0.725143456,0.999348475
ENSMUSG00000026356,361,405,389,405,405,362,Dars,protein_coding,385.9166811,-0.058245769,0.085908612,-0.677996863,0.497773682,0.999348475
ENSMUSG00000026360,1313,1496,1254,1637,1471,1438,Rgs2,protein_coding,1424.652847,0.070978682,0.067685643,1.048651948,0.294338337,0.999348475
ENSMUSG00000026361,698,680,597,636,692,622,Cdc73,protein_coding,651.3061836,-0.107256018,0.077920224,-1.376484978,0.168671535,0.999348475
ENSMUSG00000026374,1157,1219,1047,1376,1185,1185,Tsn,protein_coding,1186.360911,0.052357621,0.068224971,0.767426066,0.442828235,0.999348475
ENSMUSG00000026377,308,395,304,349,313,282,Nifk,protein_coding,322.7564004,0.035564983,0.091983571,0.386644947,0.699019078,0.999348475
ENSMUSG00000026383,521,471,466,449,443,473,Epb4.1l5,protein_coding,468.7211749,-0.102785531,0.083743214,-1.227389372,0.219676279,0.999348475
ENSMUSG00000026384,834,797,767,824,838,788,Ptpn4,protein_coding,804.4184064,-0.096949505,0.071329446,-1.359179276,0.174089787,0.999348475
ENSMUSG00000026399,45,40,40,18,23,35,Cd55,protein_coding,33.51259755,-0.062665398,0.081395687,-0.769885977,0.441367533,0.999348475
ENSMUSG00000026404,51,78,64,58,70,66,Ddx59,protein_coding,64.20149427,0.011390988,0.097087097,0.117327515,0.906600522,0.999348475
ENSMUSG00000026409,1027,1155,1045,1094,1028,1046,Pfkfb2,protein_coding,1059.975868,-0.007484107,0.067246343,-0.111293889,0.911383301,0.999348475
ENSMUSG00000026411,387,410,347,444,378,402,Tmem9,protein_coding,391.8919625,0.060998889,0.084718783,0.720016106,0.471515079,0.999348475
ENSMUSG00000026421,28,23,30,34,39,24,Csrp1,protein_coding,29.5844904,-0.080203621,0.083782816,-0.957280091,0.338425901,0.999348475
ENSMUSG00000026425,671,579,596,583,590,645,Srgap2,protein_coding,608.5999527,-0.105725262,0.081053084,-1.304395295,0.192098839,0.999348475
ENSMUSG00000026426,847,894,703,1022,872,864,Arl8a,protein_coding,860.1726633,0.083620254,0.077205969,1.083080166,0.278772842,0.999348475
ENSMUSG00000026427,255,282,285,268,226,302,Eif2d,protein_coding,268.3462713,0.039409888,0.094613898,0.416533819,0.677019426,0.999348475
ENSMUSG00000026430,51,47,47,32,36,38,Rassf5,protein_coding,41.76192353,-0.081428631,0.090466992,-0.900092163,0.368071206,0.999348475
ENSMUSG00000026434,3555,3858,3380,3735,3771,3616,Nucks1,protein_coding,3633.15415,-0.027184924,0.055871254,-0.486563704,0.62656755,0.999348475
ENSMUSG00000026439,415,405,391,424,375,421,Rbbp5,protein_coding,403.0331134,-0.01040135,0.084598375,-0.122949767,0.902146877,0.999348475
ENSMUSG00000026442,2559,2659,2935,3002,2729,2847,Nfasc,protein_coding,2775.64768,-0.042199309,0.065088802,-0.648334395,0.516768693,0.999348475
ENSMUSG00000026443,251,280,251,251,213,240,Lrrn2,protein_coding,246.2159572,0.008221472,0.094326211,0.087159993,0.93054434,0.999348475
ENSMUSG00000026447,1524,1445,1488,1688,1452,1547,Pik3c2b,protein_coding,1515.713163,-0.024953665,0.065206725,-0.38268546,0.701952997,0.999348475
ENSMUSG00000026455,312,354,325,301,290,280,Klhl12,protein_coding,308.8264894,-0.059978772,0.091647377,-0.65445159,0.512820906,0.999348475
ENSMUSG00000026456,96,93,88,104,88,95,Cyb5r1,protein_coding,93.43064972,0.00290561,0.100542317,0.028899377,0.976944842,0.999348475
ENSMUSG00000026457,497,537,466,590,523,531,Adipor1,protein_coding,520.4695513,0.049234774,0.079968477,0.615677267,0.538107544,0.999348475
ENSMUSG00000026458,134,138,129,137,142,130,Ppfia4,protein_coding,134.3778537,-0.054701603,0.099677302,-0.548786959,0.583151661,0.999348475
ENSMUSG00000026463,1096,1094,1196,1087,925,1036,Atp2b4,protein_coding,1067.74917,-0.079640819,0.077037985,-1.03378637,0.301236045,0.999348475
ENSMUSG00000026466,220,285,261,276,249,233,Tor1aip1,protein_coding,252.4051107,0.014992424,0.094298011,0.158989827,0.873676889,0.999348475
ENSMUSG00000026469,6725,6714,6377,6869,6362,6294,Xpr1,protein_coding,6522.702921,-0.062411024,0.047594534,-1.311306543,0.189754219,0.999348475
ENSMUSG00000026470,364,441,403,437,379,337,Stx6,protein_coding,390.9234807,-0.01147077,0.088785291,-0.129196733,0.897201981,0.999348475
ENSMUSG00000026475,49,37,34,39,26,37,Rgs16,protein_coding,36.77226247,-0.010732695,0.087585328,-0.122539868,0.902471474,0.999348475
ENSMUSG00000026478,415,412,426,429,380,392,Lamc1,protein_coding,407.0289228,-0.06396193,0.08450517,-0.756899604,0.449110013,0.999348475
ENSMUSG00000026480,39,54,43,54,41,43,Ncf2,protein_coding,45.26110325,0.061729893,0.093387668,0.661006903,0.508607886,0.999348475
ENSMUSG00000026482,141,120,134,121,104,111,Rgl1,protein_coding,121.3869365,-0.106011307,0.100509787,-1.054736157,0.291546011,0.999348475
ENSMUSG00000026483,82,89,97,108,124,73,Fam129a,protein_coding,95.11920916,-0.116576136,0.09976117,-1.168552213,0.242584091,0.999348475
ENSMUSG00000026484,955,993,878,1024,1024,931,Rnf2,protein_coding,962.2042691,-0.043981618,0.07065753,-0.622461862,0.533638214,0.999348475
